amt,distance,city_pop,trans_hour,trans_dayofweek,trans_month,is_night,age,fraud_probability,flag
19.3,8.135516049199351,6713,17,6,10,0,-25.8507871321013,0.06542527,0
44.75,77.91236261701613,71463,17,6,2,0,29.984941820670773,0.0001817793,0
19.43,96.86793824953452,144160,22,2,3,0,34.874743326488705,0.25113612,0
52.8,2.5565331531730022,21134,12,6,8,0,35.4113620807666,0.000109483,0
79.25,111.03493852706904,35371,8,5,11,0,31.241615331964407,5.086562e-05,0
2.21,46.83809676002693,718,5,3,7,1,34.32991101984942,2.222873e-05,0
6.65,59.17028564038215,192,21,5,4,0,-44.709103353867214,0.0010721658,0
122.98,39.10354114148019,1533,12,1,2,0,-16.150581793292265,0.07843486,0
48.09,36.53703040581045,224256,22,0,8,0,33.97125256673511,0.0011600384,0
7.27,91.55049341042319,151785,21,3,8,0,-54.59822039698837,9.619502e-05,0
23.21,94.19499092971492,17867,17,5,9,0,21.166324435318277,0.07394042,0
9.67,35.1523631304959,1675,15,6,8,0,33.31690622861054,0.00012093529,0
83.9,95.8707159058373,5438,14,0,6,0,-45.40177960301163,0.0009809728,0
71.29,79.16175152196456,885,21,4,11,0,31.12662559890486,0.00029113542,0
1.11,87.62188854538927,135332,8,6,12,0,-16.303901437371664,6.478343e-05,0
8.65,58.38713052479745,6841,22,4,12,0,20.539356605065024,0.0014719631,0
55.06,84.71945868471951,333497,9,2,6,0,-48.7501711156742,0.00021982232,0
40.84,58.09365729343262,641,18,5,3,0,25.286789869952088,0.00087278907,0
15.19,77.77433486658678,5927,23,2,3,0,-54.20396988364134,0.08194486,0
207.54,100.15000469055313,2435,20,5,6,0,-47.81656399726215,0.0077633117,0
98.52,43.87128502093587,5901,9,0,11,0,-52.70362765229295,0.00056214194,0
72.13,110.9145162591217,1946,16,4,5,0,28.922655715263517,0.0033161636,0
111.78,89.6859999193915,165,8,5,3,0,-26.55441478439425,0.0015171091,0
6.84,119.44430901586882,310,18,6,9,0,40.91991786447639,5.6844397e-05,0
9.61,84.06257371344465,1075,20,0,3,0,22.203969883641342,0.024958199,0
151.45,62.65011564042157,1654,18,6,6,0,28.334017796030118,0.00018926176,0
11.54,51.55966133772012,104,17,5,3,0,29.579739904175224,0.008244406,0
16.34,111.132781138975,551,13,0,12,0,-50.80082135523614,0.005623302,0
59.78,108.77573870805244,165556,1,4,1,1,22.05612594113621,0.0021189798,0
54.02,83.35126647097496,85,21,6,6,0,34.76796714579056,0.000144183,0
145.56,108.65985953918221,63,0,3,10,1,-50.05612594113621,0.0009628173,0
81.81,69.98508513286434,5726,7,6,6,0,-28.161533196440793,0.0002822498,0
210.66,51.41927929360437,4056,6,5,2,0,29.661875427789184,0.004120476,0
38.94,16.271380571938856,1324,23,6,4,0,-7.225188227241615,0.0036783046,0
8.96,79.85482309219172,48194,14,1,12,0,29.585215605749486,0.00014477925,0
226.64,111.2603815077466,910148,5,1,8,1,-56.31759069130732,0.0005733652,0
2.42,72.0065520537441,75903,0,6,7,1,-37.68925393566051,1.560064e-05,0
105.4,102.80048635977917,24536,6,5,3,0,35.43874058863792,0.00019129574,0
8.8,132.8732987281476,254282,10,4,1,0,-33.02943189596167,0.000478256,0
3.26,102.3928041072265,540,19,5,10,0,36.03832991101985,0.00018378528,0
66.98,83.39167302283627,972,22,5,3,0,21.35523613963039,0.009314584,0
5.17,55.52954590794282,20328,15,1,4,0,33.83983572895277,0.000114788025,0
62.19,104.36614968121395,5621,2,1,4,1,-54.620123203285424,0.00013670394,0
100.3,95.37908940258932,365,0,4,6,1,28.358658453114305,0.0010619835,0
46.63,57.19947713015399,165556,12,2,8,0,21.609856262833677,0.00021437163,0
26.12,80.28344272698273,6581,2,0,12,1,-44.18069815195072,0.00031145505,0
16.57,75.7511149168676,2856,16,6,12,0,-6.718685831622176,0.011678113,0
39.26,93.6249321066969,34882,23,4,7,0,-51.76728268309377,0.0010010775,0
37.99,56.64336828403846,3224,18,0,2,0,22.507871321013006,0.00073255785,0
99.99,123.6324765627856,23045,20,1,11,0,-38.76796714579056,0.0012987704,0
5.39,92.57590066151623,2661,6,5,11,0,-28.996577686516083,9.455617e-05,0
9.76,106.48290892638228,4081,8,0,11,0,-18.302532511978097,0.00017311262,0
44.1,78.93510755779776,3395,15,6,10,0,40.70636550308008,0.00021771975,0
8.68,14.669896859840838,3451,23,1,5,0,34.965092402464066,0.12689663,0
34.05,93.95784287082405,324,12,3,3,0,42.78165639972622,0.0001758391,0
468.72,57.58022957852624,632,19,5,6,0,30.203969883641342,0.0011799623,0
197.17,98.4655923752346,6120,8,6,11,0,43.06639288158795,0.00062723976,0
5.72,89.64876206097009,910148,18,6,4,0,-56.591375770020534,6.373113e-06,0
39.78,86.3329440520399,70,8,6,12,0,-36.539356605065024,0.00024948406,0
36.3,31.949116061416003,463,16,0,3,0,-29.242984257357975,0.00058903,0
7.31,77.56313570468694,1443,21,4,5,0,-42.75975359342916,0.004992786,0
57.79,82.197385130415,111,14,4,12,0,19.51813826146475,0.000113503884,0
48.92,76.2306098241473,1453,18,4,4,0,-54.809034907597535,0.0062860553,0
8.44,107.73487819295356,878,21,1,7,0,-55.34839151266256,6.610899e-05,0
70.07,45.667847722685764,31515,8,3,5,0,-52.473648186173854,8.4932275e-05,0
34.12,47.679786367728724,5778,4,3,2,1,-33.76865160848734,0.00011523351,0
40.97,79.19768919096745,1201,2,2,7,1,39.31006160164271,0.0010702534,0
312.61,86.04782521719373,1423,16,5,5,0,20.629705681040384,0.0009015408,0
106.81,91.7202673478689,965,1,4,1,1,37.894592744695416,0.001772017,0
71.09,103.88306692294796,1979,0,2,10,1,-50.38740588637919,0.0001516586,0
24.91,106.24052995728236,589,1,1,12,1,-25.99315537303217,0.00088355003,0
121.44,104.29615227512187,741,0,4,1,1,33.76043805612594,0.0040551582,0
8.5,62.108568698769616,5989,11,1,11,0,-47.45790554414784,0.00027523556,0
83.47,63.660814245619534,1810,2,1,4,1,-55.671457905544145,0.0005581059,0
57.16,80.82517941804578,105638,22,2,12,0,33.61533196440794,0.004358697,0
59.84,42.802051060950475,271,7,0,6,0,-52.837782340862425,0.0006652035,0
28.35,60.61287651004468,1423,17,0,6,0,20.711841204654345,0.00015266829,0
74.98,23.0119936123567,2457,15,6,7,0,38.36002737850787,0.00015849393,0
2.77,108.50594431014375,1766,14,0,12,0,43.93429158110883,1.5019018e-05,0
73.25,101.04751059571207,1228,2,5,5,1,28.199863107460644,0.00010737864,0
141.42,57.88740301777974,320,4,1,10,1,-41.50034223134839,0.0008430784,0
642.16,53.512828151305264,631,22,5,5,0,-53.78507871321013,0.9988637,1
87.81,44.15571720264465,498,6,1,8,0,28.758384668035593,0.00027285662,0
18.01,77.22931617602843,1363,13,4,9,0,-20.906228610540726,0.006708062,0
101.1,113.84769697384687,2395,1,2,12,1,26.064339493497606,0.00175129,0
2.06,85.98927392834003,1766,23,3,3,0,44.172484599589325,7.5406955e-05,0
206.8,95.54843995639258,134056,16,0,9,0,-37.08145106091718,0.002567273,0
16.58,79.23577226265607,139,16,3,9,0,-34.680355920602324,0.0009028539,0
67.02,94.70973903911631,695,10,1,2,0,-34.38466803559206,0.00014039924,0
76.55,101.97078575184239,965,4,6,3,1,37.13347022587269,9.79392e-05,0
59.17,97.11629587419878,4993,8,0,4,0,-29.648186173853524,0.00011426764,0
49.31,104.64911934410367,85,7,0,9,0,35.01984941820671,0.00035002374,0
9.94,66.82867611093357,4878,8,0,12,0,-46.926762491444215,0.00019380175,0
36.0,37.299102982450826,344,8,5,6,0,-47.75085557837098,0.00013530851,0
3.42,37.738303067694936,725,21,3,11,0,-53.021218343600275,2.1667602e-05,0
26.03,85.39328505096523,328,13,4,8,0,36.04106776180698,0.005426858,0
137.29,124.06837319989053,19408,13,1,12,0,26.28336755646817,0.0005487137,0
237.85,91.22147092363252,6581,9,5,6,0,-44.68446269678302,0.0005077798,0
263.38,111.90333739615113,237282,17,4,3,0,39.69883641341547,0.0035675887,0
31.23,29.983711620592533,647,9,0,12,0,32.2217659137577,4.755872e-05,0
1.97,98.7117338731534,1426,5,0,2,1,-37.06776180698152,8.37188e-05,0
3.55,91.86390011756366,4074,21,3,1,0,-56.884325804243666,4.6459345e-06,0
97.56,29.370853885146687,1679,22,3,3,0,32.84599589322382,0.0027068085,0
71.56,42.52676972929464,92337,3,0,2,1,-48.662559890485966,0.0009057115,0
18.05,2.49490789157149,1909,13,4,3,0,-34.46132785763176,0.0020484116,0
9.89,45.442712783897186,5778,14,1,1,0,-33.889117043121146,0.14055727,0
237.75,55.77004563692034,68211,9,0,7,0,-21.73579739904175,0.00080211496,0
81.58,52.81099933093088,1420,15,6,12,0,-45.946611909650926,0.0006884246,0
217.33,115.19728140256366,50835,8,2,1,0,33.97672826830938,0.0051293685,0
96.94,72.97866608160801,2435,16,0,7,0,-47.73442847364819,0.00038308193,0
7.62,76.43466296261916,3684,23,6,3,0,38.27241615331965,0.004565548,0
44.73,60.02353229600021,55581,21,6,2,0,-53.549623545516766,7.6081145e-05,0
44.49,5.561056087681104,2016,7,1,8,0,-34.34907597535934,0.0002034648,0
7.57,62.3928029546262,192,9,3,3,0,-44.8104038329911,0.00066578004,0
36.03,82.23340062144314,571,23,0,3,0,-47.540041067761805,0.001728876,0
168.4,48.53224170446654,14871,15,5,7,0,-54.620123203285424,0.0003302075,0
54.2,105.77833629057481,1190,7,6,5,0,-29.136208076659823,0.00039280028,0
61.41,84.40721051806821,680,2,4,6,1,-47.540041067761805,0.00067978783,0
5.33,32.6478245122189,6460,16,1,4,0,-40.42984257357974,0.0027517655,0
6.11,13.66439205306122,2016,8,2,1,0,-34.978781656399725,0.00026148834,0
4.47,12.114436248606683,895,17,3,12,0,20.57221081451061,0.00040033564,0
190.64,58.22528436538936,1517,18,2,12,0,-31.928815879534564,0.0014066824,0
8.79,58.46464443237474,4653,13,2,12,0,22.444900752908968,0.0010248701,0
53.18,49.24852612646617,1453,22,6,4,0,-54.841889117043124,0.037853725,0
81.46,80.7791239716272,95015,10,6,5,0,-26.663928815879533,0.0002100771,0
136.99,29.717203941996498,477,17,0,5,0,31.055441478439427,0.0013750755,0
4.13,131.76500290017924,222,6,0,7,0,-43.84394250513347,0.0007187709,0
54.65,74.14323419745064,3032,20,6,9,0,-44.936344969199176,0.00030761136,0
42.92,106.56421622013903,832,5,2,10,1,32.39151266255989,0.0007164867,0
3.91,77.96499140676421,105549,23,4,9,0,-53.987679671457904,0.0014723921,0
1.17,122.94726128528346,1791,3,0,6,1,-46.12731006160164,6.7424735e-05,0
8.09,117.7937239650879,15426,4,2,8,1,-16.958247775496236,0.09343415,0
83.53,53.457560154623316,516,10,5,12,0,-46.48049281314169,8.038994e-05,0
7.91,120.99315455789757,3451,16,0,2,0,34.75154004106776,0.0006600897,0
17.29,54.41851440021464,899,21,0,2,0,25.089664613278575,0.07812712,0
112.49,16.50470804014751,136,21,6,6,0,19.279945242984258,0.0005680061,0
24.38,54.54760481637845,276896,21,3,1,0,21.869952087611225,0.06459516,0
10.76,75.50828990895364,8019,23,4,6,0,-8.996577686516085,0.098284304,0
33.53,76.05012978020422,6025,20,0,8,0,24.306639288158795,0.0009546193,0
4.65,75.17933655496326,520,15,2,4,0,27.529089664613277,0.00016676467,0
68.87,94.62912193921612,3807,21,5,3,0,19.38945927446954,0.00019505978,0
83.28,74.71876715408443,9521,10,5,10,0,42.01779603011636,3.864673e-05,0
52.99,93.53675356480784,602,1,6,2,1,-34.40657084188912,0.0010397949,0
4.0,50.73124790223423,17867,16,6,1,0,21.475701574264203,7.504763e-05,0
31.26,70.06011305139619,1126,22,0,11,0,-35.64955509924709,0.00022709186,0
6.76,41.26908099208269,1679,18,2,6,0,33.111567419575636,0.0047398633,0
85.2,25.0548681853047,1102,8,5,7,0,30.050650239561943,0.00024610234,0
1.64,128.12506146085423,124967,15,4,8,0,38.61190965092403,2.3968887e-06,0
1.5,67.57159310202555,5791,14,4,5,0,-40.35318275154004,0.00010829392,0
85.97,17.284070130399872,565,11,3,6,0,40.813141683778234,0.00018814369,0
110.57,69.73538832033178,237282,10,3,9,0,-30.067077344284737,0.00074385386,0
66.82,91.60733396366193,1645,21,1,1,0,43.88227241615332,0.00018351176,0
35.66,29.460895646474302,186140,23,6,4,0,36.19712525667351,8.348235e-05,0
90.07,106.04785359465087,307,9,4,4,0,-11.356605065023956,0.00020308724,0
35.36,53.4888056039862,2328,23,5,11,0,-22.17932922655715,0.0053378204,0
149.12,77.84329674506634,92106,16,0,8,0,-23.753593429158112,0.00040121205,0
27.67,41.507267887658514,765,0,0,2,1,-52.2984257357974,0.0010679582,0
57.02,60.38290793038142,99,22,5,5,0,33.138945927446954,0.0017240011,0
8.75,112.05759166660852,10295,23,6,12,0,21.949349760438057,0.002868577,0
4.66,107.55840942809597,3096,12,3,5,0,-56.42436687200548,0.001390797,0
9.91,40.73715411785072,471,21,3,11,0,-47.696098562628336,0.0039180717,0
45.77,63.61893484804905,270712,17,2,12,0,-52.030116358658454,8.2026185e-05,0
42.05,81.63006053827652,722,4,5,7,1,28.711841204654345,0.0003439742,0
35.01,81.67922631097231,6006,23,1,8,0,35.10198494182067,0.00016653618,0
23.22,102.49740995733735,5621,17,1,7,0,-54.351813826146476,0.112616345,0
42.5,67.42735728955525,381459,23,6,12,0,-54.053388090349074,0.00012307928,0
68.67,29.732127156619597,184,1,5,4,1,-26.562628336755647,0.00040871897,0
69.36,50.01063344056113,9565,22,4,11,0,-8.05201916495551,0.0016359059,0
9.61,128.35730128605914,34153,15,6,9,0,24.030116358658454,0.0542222,0
49.37,93.70858632123142,67082,6,4,7,0,-43.54277891854894,0.0010752555,0
40.51,99.24690627459239,2158,17,4,5,0,-42.053388090349074,0.010598472,0
2.22,79.46869853985584,242,12,3,11,0,32.3066392881588,0.0013008472,0
55.49,107.64611948405857,528,6,1,5,0,-53.31690622861054,0.0007558348,0
85.24,109.75235015415699,76,18,5,8,0,-35.71800136892539,7.183601e-05,0
140.78,55.806908906267914,478,11,0,8,0,-40.421629021218344,0.0004944458,0
237.34,95.54496517847791,27971,8,4,2,0,35.5564681724846,0.0031214845,0
9.51,63.226941081409024,973849,15,0,12,0,22.94592744695414,0.00018746822,0
47.75,85.56325209439662,53,14,6,5,0,26.874743326488705,0.0017730049,0
72.9,107.49522258596684,10076,14,4,12,0,42.00958247775496,2.7231905e-05,0
2.78,120.05488322019264,184,3,4,5,1,-26.48870636550308,0.00020141223,0
107.72,74.54567340553054,8097,15,4,6,0,-44.662559890485966,0.00030888416,0
9.08,102.87251580784896,320,16,1,1,0,-42.247775496235455,0.00028637206,0
169.19,68.03329849209757,26551,21,5,8,0,42.652977412731005,0.00037877113,0
103.3,54.8891769348865,2317,14,6,8,0,-45.034907597535934,0.003892668,0
136.14,74.38752313556009,733,12,5,4,0,24.435318275154003,0.00043263024,0
69.34,65.67249482559885,4542,11,6,4,0,21.089664613278575,2.8215747e-05,0
67.2,56.52343378623453,93193,10,6,10,0,24.503764544832308,0.00015791589,0
3.72,87.3398256051123,4198,23,6,7,0,18.078028747433265,0.0010689757,0
6.89,89.03107247969477,5211,16,6,2,0,33.034907597535934,0.0001698575,0
6.11,89.1659955579085,320420,22,2,6,0,-56.134154688569474,4.2727133e-05,0
59.53,63.089190075159834,217,6,4,12,0,29.921971252566735,0.00011909,0
7.68,35.52443753699445,516,11,6,2,0,-47.30184804928131,0.00022897078,0
2.38,64.3821281060067,647,13,6,12,0,32.199863107460644,3.4977575e-06,0
2.27,121.39110600626877,1252,7,1,1,0,-17.084188911704313,4.8127742e-05,0
4.84,17.620284973972126,3807,20,5,3,0,19.351129363449694,0.00016698697,0
5.03,60.5158464234782,5548,13,1,12,0,-55.77275838466804,3.396238e-05,0
2.14,66.21556730415625,427,3,5,1,1,-31.04996577686516,1.4176147e-05,0
107.66,61.75971260929454,2307,9,5,4,0,-50.43394934976044,0.00031513392,0
37.68,24.70756301916664,1201,7,3,1,0,40.035592060232716,0.0005466802,0
113.25,124.20384537659827,595,1,4,4,1,39.605749486652975,0.002088954,0
5.28,75.35911503955238,545147,18,0,3,0,31.290896646132786,9.427698e-05,0
58.46,119.02379539888292,811,13,2,12,0,-52.276522929500345,0.00024634885,0
10.91,90.7532689571306,1700,3,5,2,1,17.141683778234086,0.5991006,0
12.66,86.43559770233512,47211,12,4,5,0,-17.713894592744694,0.008933082,0
196.51,60.49706123047485,1241364,15,0,9,0,-40.47638603696099,0.0007863637,0
55.02,90.50654005416891,409656,1,0,3,1,34.17932922655715,0.00061156176,0
19.07,77.54146516437535,7155,22,6,7,0,42.34633812457221,0.0058506345,0
17.63,106.25648193859496,31394,12,6,5,0,22.532511978097194,0.03545098,0
1.11,80.19054160036099,1745,23,6,12,0,-54.06981519507187,0.027197294,0
8.12,19.937900900948513,601723,13,0,10,0,33.56605065023956,0.001048729,0
142.5,20.202621290277403,298,0,5,12,1,-43.3347022587269,0.00045099194,0
48.32,80.76330031435509,128,17,6,8,0,-26.625598904859686,0.0031927396,0
104.05,52.10236660277818,1504,9,2,3,0,25.472963723477072,0.0005964337,0
10.19,47.90106841215523,6581,18,3,1,0,-44.114989733059545,0.007188678,0
41.57,74.56599406725117,163415,18,4,1,0,14.012320328542094,0.00195904,0
29.72,44.32371085952872,910148,10,5,8,0,31.88227241615332,4.8359107e-05,0
57.51,85.41108165165863,828,21,6,1,0,28.418891170431213,0.0017537293,0
89.17,124.381902374418,2054,19,6,9,0,42.978781656399725,5.435303e-05,0
1.3,78.44413657928791,2523,21,4,12,0,31.72895277207392,7.5834946e-06,0
52.32,10.796813485126972,1087,5,3,10,1,-43.7015742642026,0.0018463816,0
56.98,21.121335946464196,6703,6,5,11,0,21.530458590006845,8.1226244e-05,0
2.13,81.4041944323898,680,23,4,6,0,-47.501711156741955,0.01385354,0
86.03,84.65251917498847,71485,20,0,12,0,-54.59000684462697,7.629369e-06,0
472.53,85.15538743544901,2395,13,3,12,0,26.067077344284737,0.00053340447,0
92.22,50.89455669629215,760,17,0,11,0,34.17659137577002,0.00032067197,0
7.23,83.50566920207415,169,8,0,10,0,-33.7741273100616,0.00018859883,0
8.74,71.25693257772336,3766,13,3,2,0,35.03901437371663,0.0002364039,0
8.03,29.385680326055695,86954,16,6,5,0,26.83915126625599,0.00072414504,0
644.71,14.376199163212512,3862,11,5,12,0,-42.997946611909654,0.3510875,0
33.33,100.16442451037092,2435,17,1,1,0,-48.21081451060917,0.00096630584,0
41.62,30.326965188070844,27971,15,5,4,0,34.71594798083505,0.00051912345,0
93.09,105.13319511505345,1446,4,6,6,1,41.43463381245722,0.00038494123,0
184.62,86.75497777281825,5950,0,1,7,1,-51.96167008898015,0.005453996,0
6.81,56.40325855780784,4354,4,2,10,1,25.700205338809035,0.0065914886,0
71.5,65.31619435512748,917,6,0,7,0,23.980835044490075,0.00027683802,0
40.5,106.82246066354891,11751,13,3,12,0,-44.139630390143736,0.0031106935,0
137.25,46.744045785688755,804,6,5,11,0,-45.39356605065024,0.000552222,0
8.53,107.36234538896242,3688,16,4,3,0,-54.16290212183436,0.13693354,0
5.73,60.73584203869396,2644,20,5,6,0,38.39835728952772,0.0007358214,0
45.22,1.5667314589623975,2916,20,4,6,0,-16.021902806297057,0.00031481442,0
6.42,37.821632609896476,27829,0,6,12,1,-34.59822039698837,0.00053155655,0
2.33,124.49387075816516,33804,16,0,7,0,28.53388090349076,0.00034512568,0
23.4,90.16359288359766,2691,20,1,8,0,25.971252566735114,0.07622889,0
10.65,74.11163405558473,215,13,3,1,0,-48.832306639288156,0.008287074,0
93.65,93.91979918325099,5512,8,0,9,0,39.49897330595483,0.00031290564,0
39.6,82.71549039767697,6284,23,6,4,0,-16.914442162902123,0.0028318495,0
5.56,99.39897462040108,630,8,1,4,0,-40.3066392881588,6.9732516e-05,0
51.54,97.8770109274957,836,22,3,12,0,38.32443531827516,0.012105927,0
92.55,103.88980950689192,17867,15,6,9,0,21.111567419575632,0.0008722379,0
57.82,96.24381702057813,910148,13,6,9,0,-56.24640657084189,1.0114594e-05,0
131.32,75.91582579012344,3279,13,2,12,0,41.22108145106092,0.00041871783,0
3.75,72.897135285088,2691,15,4,11,0,26.209445585215605,7.201043e-05,0
56.16,94.93289409141003,3699,7,4,8,0,-29.023956194387406,0.000201059,0
3.53,81.62887366606525,16163,14,1,1,0,31.93429158110883,0.0001070028,0
70.43,100.68896747801841,19408,8,3,12,0,26.288843258042437,0.00015028426,0
126.4,50.009880413690965,171170,2,3,12,1,-43.43874058863792,0.0010828051,0
3.49,49.44897312868605,736284,10,2,12,0,-32.328542094455855,3.401293e-06,0
1.21,34.75613117255126,163415,20,5,12,0,14.992470910335387,5.5913173e-05,0
93.46,75.05344434134159,632,19,1,5,0,30.116358658453116,0.0004492861,0
3.14,59.06160217353137,722,17,0,8,0,28.79397672826831,4.4021373e-05,0
70.34,76.69178311381484,9815,9,5,6,0,-56.06023271731691,3.735194e-05,0
17.17,68.11033387068247,6581,18,6,2,0,-44.030116358658454,0.013142127,0
54.99,99.97734564102174,6508,18,0,12,0,38.444900752908964,0.00018825047,0
1.85,88.59341993968776,1312,5,0,8,1,-35.455167693360714,6.186869e-05,0
28.02,39.58807996363638,190249,6,5,12,0,43.238877481177276,1.3657994e-05,0
79.29,85.00054887970855,2078,18,0,7,0,-43.912388774811774,0.00030583373,0
97.65,52.02704146279134,151022,17,6,2,0,-19.307323750855577,0.001952481,0
26.34,80.29218718637333,116155,14,0,9,0,36.14784394250513,0.00040731678,0
7.37,12.781053049191858,11256,20,5,12,0,-52.84599589322382,4.8279482e-05,0
45.58,116.50340820333372,2304,7,0,2,0,-35.41409993155373,0.00016338866,0
10.67,43.96092341918785,2078,16,4,8,0,-43.8631074606434,0.00025166743,0
66.35,98.16670256258531,328,12,5,1,0,36.50376454483231,0.0002030067,0
67.89,13.82926873465016,645,5,3,1,1,-54.35455167693361,0.0012441996,0
3.73,110.2310377246824,167,19,3,5,0,30.496919917864478,0.00015949711,0
62.98,56.07528224728845,471,9,6,3,0,-22.075290896646134,0.00022854067,0
100.08,104.2312798437759,1078,12,6,10,0,-32.71184120465435,0.0005934841,0
85.98,74.28959832064773,1423,12,4,8,0,20.876112251882272,3.120715e-05,0
12.4,62.113311314674554,489,20,0,8,0,-37.09514031485284,0.00052619487,0
49.32,75.14157616027008,6006,21,4,3,0,34.6694045174538,0.00020473753,0
92.33,35.63370303756824,2435,0,0,12,1,-47.29363449691992,0.00063021015,0
75.68,96.82251525137714,19054,2,0,4,1,42.63655030800821,0.00031763234,0
21.28,101.67815658042717,269,15,5,12,0,-45.71663244353183,0.0068195644,0
49.34,81.85719126155355,741,0,0,3,1,33.86447638603696,0.0019249052,0
50.56,97.98964241340346,18128,23,3,8,0,28.750171115674195,0.020677052,0
136.98,75.87270942285187,1261,9,4,2,0,-52.3586584531143,0.0015189912,0
85.8,74.29253313560551,4138,10,6,9,0,-49.7056810403833,0.00026651903,0
11.09,107.55274094633364,1791,23,5,1,0,-46.535249828884325,0.16027398,0
35.76,66.29281129589435,1988,4,0,11,1,41.451060917180016,0.00029301253,0
8.24,125.47238356505652,6006,16,6,6,0,34.94318959616701,0.00020817427,0
3.14,47.80243172453187,105638,23,3,7,0,33.158110882956876,0.00013495878,0
103.91,64.5569958004523,1360,5,6,10,1,34.97056810403833,0.0007777995,0
35.62,89.91484394844741,71463,20,3,12,0,30.819986310746064,0.00039278303,0
21.14,69.60078442170564,2092,20,3,4,0,-43.07186858316222,0.001802491,0
12.41,81.47301077894059,21134,14,5,8,0,35.44695414099932,0.00026195895,0
11.82,84.92488455172752,1909,22,0,12,0,-34.72142368240931,0.0016459187,0
131.18,62.309143407969515,463,10,5,6,0,-28.960985626283367,0.0006750363,0
35.02,46.38948145139146,413574,2,6,6,1,-52.172484599589325,0.0016010131,0
332.14,110.64527765343877,194500,16,4,5,0,28.372347707049965,0.005569362,0
77.16,99.09499729637199,1261,18,6,12,0,-52.544832306639286,0.00068502605,0
42.2,89.06896148705317,590,16,6,8,0,-33.61533196440794,4.907417e-05,0
334.85,74.96995771470625,1643,2,4,1,1,42.74880219028063,0.99973875,1
46.28,78.18624934379206,5760,14,0,6,0,40.72826830937714,0.00018977387,0
68.58,103.72701972792038,177,4,6,10,1,-54.59000684462697,0.0001809394,0
51.4,96.79455059731436,158701,9,5,6,0,41.31416837782341,0.0003097334,0
106.23,108.88362714139022,2872,20,6,3,0,31.4031485284052,1.4617341e-05,0
34.29,51.137409370082715,641349,12,6,12,0,-47.12936344969199,0.00014085972,0
114.85,71.70405230772992,214703,19,2,12,0,25.15811088295688,0.00026257307,0
60.73,68.43873883992546,222,4,0,5,1,-43.97809719370294,0.0003974313,0
80.41,121.86423030523393,198,23,5,11,0,41.05681040383299,0.00033312058,0
94.17,91.88616379854342,1368,7,0,8,0,-51.96167008898015,0.001519389,0
7.98,86.65258658740902,4895,12,0,5,0,-39.46338124572211,0.0032858083,0
87.97,81.8803989070494,167,8,3,12,0,31.129363449691994,7.849828e-05,0
